,label,vector,x,y
0,the,"[ 6.53546527e-02 -7.88589343e-02  1.14050113e-01  4.83934162e-03
  7.55887553e-02 -1.97366327e-01 -7.04035759e-02 -2.96083074e-02
 -2.80096114e-01 -2.27440372e-01  2.76913255e-01 -1.31065443e-01
 -3.83816153e-01  4.19704095e-02 -1.18458986e-01 -1.68300241e-01
  1.67081252e-01  7.06696585e-02 -8.72663707e-02 -4.25346866e-02
 -9.91908181e-03  1.93366840e-01 -7.81678036e-03  1.66510984e-01
  1.14581287e-01 -9.33756456e-02  4.62671556e-02  3.19978803e-01
  1.00725032e-01  7.71560371e-02 -3.10909450e-02  7.49123544e-02
  2.12338373e-01 -1.18590452e-01 -2.60448493e-02 -9.08627920e-03
 -4.04106975e-02 -1.34723783e-01  2.02022478e-04 -2.20210031e-01
 -3.46353620e-01  9.78943929e-02 -7.97312036e-02 -9.15577561e-02
 -1.38104677e-01 -1.02577820e-01 -1.68360010e-01 -1.02016948e-01
  5.17176911e-02  1.06452048e-01  2.94153895e-02  7.85568431e-02
  5.83061762e-02 -5.46773449e-02 -3.65330391e-02 -1.03634678e-01
  1.67951435e-01 -6.43821508e-02 -1.80558696e-01  2.25366458e-01
  6.94983527e-02  4.11159657e-02 -3.39769423e-02 -7.23427609e-02
  1.46940490e-02  4.45883758e-02  3.81318294e-02  5.69338426e-02
 -6.09195903e-02  3.28510776e-02  1.77626759e-01  6.64884364e-03
 -2.60408998e-01 -3.87427174e-02  1.10267304e-01  1.05901368e-01
  2.36087829e-01 -2.81456821e-02  5.36578223e-02 -2.76536018e-01
 -7.62813985e-02 -2.59402376e-02  2.28389904e-01  6.00401126e-02
  1.10193081e-01  8.31560045e-02  3.09870131e-02 -2.75313798e-02
 -1.44093856e-01  1.47118986e-01  1.24218643e-01 -1.22253366e-01
 -1.35986386e-02 -2.83975333e-01  2.06150666e-01  1.48248881e-01
 -1.03161208e-01 -1.76269338e-02  7.68695027e-02  2.91534122e-02
 -2.20100377e-02 -2.90394753e-01  3.31651978e-02  1.18739009e-02
  1.74915195e-01 -5.20124240e-03  1.77362129e-01  4.93052974e-02
 -2.25037664e-01 -2.73110539e-01 -8.36219788e-02 -1.83495134e-01
  2.33946405e-02  9.65925157e-02  6.51865155e-02  5.62097654e-02
  9.57101732e-02 -3.06637604e-02  5.74603677e-02  4.94659096e-02
  1.86942980e-01  2.17046007e-03  3.13837617e-03 -8.55478793e-02
  3.33657078e-02 -1.66355781e-02 -1.39002521e-02  3.68193612e-02
 -9.17872265e-02  7.67733995e-03  6.88512176e-02  5.35839004e-03
 -1.04753070e-01  6.62384555e-02 -1.35232493e-01 -4.29711603e-02
  9.65594798e-02 -5.30971736e-02  1.34178519e-01  2.69401252e-01
  1.31843552e-01 -5.71337976e-02 -2.98728049e-01  1.13424294e-01
 -1.42284855e-01  1.51106998e-01  1.51463866e-01 -3.29513252e-02
  7.56123066e-02  4.55704555e-02  1.69107676e-01 -7.79087096e-02
  1.35551333e-01 -1.56238116e-02 -8.41196477e-02 -3.57042439e-02
  8.92200619e-02  5.93229383e-03  7.98904896e-02  5.84633052e-02
 -1.63936004e-01 -1.52784213e-02  2.26293132e-01 -8.88217892e-03
 -3.27404961e-02  1.75034702e-01  8.31312686e-02 -4.06160913e-02
 -1.17024325e-01  2.15047210e-01 -2.44817920e-02  5.60900643e-02
  9.09972042e-02  2.48198852e-01  1.52764291e-01 -1.11482605e-01
 -9.56059620e-02  2.27544624e-02  5.83028458e-02 -2.54084487e-02
  8.21420625e-02  1.55113060e-02 -1.37589693e-01  9.82857421e-02
 -7.57111982e-03  2.27128770e-02  2.37359837e-01 -1.71147645e-01
  2.20771566e-01  8.68500099e-02  4.17879075e-02  8.58377367e-02
  3.54098707e-01 -1.15664758e-01  5.75495660e-02 -6.01058304e-02
 -9.47398841e-02  1.56265676e-01 -8.92666578e-02 -3.72376735e-03
 -6.87018968e-03 -9.27599967e-02 -1.04850709e-01 -3.90524529e-02
 -7.57038742e-02  8.38893205e-02  1.15575358e-01  1.62818700e-01
 -2.38567099e-01  8.14523920e-02 -1.93453014e-01 -8.26077536e-02
  6.79808855e-02  2.27375198e-02  5.94530022e-03 -2.10577562e-01
  4.47505936e-02 -1.41572468e-02 -1.81246996e-01  1.11374430e-01
  1.99592173e-01  2.98975296e-02 -1.13357238e-01  3.07023246e-02
  4.29745503e-02 -2.38490015e-01  2.65758067e-01  1.95738509e-01
 -1.80483028e-01  1.46681756e-01  1.00239769e-01 -2.88576663e-01
  1.29802987e-01  6.36472255e-02 -1.13312349e-01 -1.07421294e-01
  3.84724811e-02  1.00825496e-01 -2.90214904e-02 -1.53519427e-02
 -2.02737585e-01 -1.95793122e-01  9.44786072e-02  4.35432121e-02
  2.40166962e-01  2.01248497e-01]",22.121523,-0.5213267
1,of,"[ 0.04610038 -0.07442024  0.09255101 -0.00869452  0.05584151 -0.15972255
 -0.08617401 -0.04034583 -0.24748333 -0.21098265  0.26112872 -0.10642892
 -0.35120156  0.02384389 -0.08220626 -0.15136994  0.1510915   0.07947762
 -0.09680393 -0.03029679 -0.01503852  0.12942383 -0.02002201  0.13472597
  0.10013802 -0.06860217  0.03577849  0.27454937  0.09199432  0.08790851
 -0.02016968  0.06453342  0.15833984 -0.10478469 -0.0151746  -0.03035014
 -0.03463276 -0.1001666  -0.0044656  -0.17209092 -0.28484184  0.08895315
 -0.05136965 -0.07223041 -0.1365769  -0.09032925 -0.10176425 -0.1127113
  0.07809184  0.11388887  0.03973657  0.08364277  0.04392044 -0.05255084
 -0.05978667 -0.07733474  0.17991015 -0.08577025 -0.15858972  0.20755172
  0.05820743  0.04829317 -0.0671379  -0.06883962  0.00539986  0.01215137
  0.03907478  0.04269708  0.00602396  0.02547137  0.138662    0.01666938
 -0.24520068 -0.02953953  0.08711329  0.10884552  0.2251744  -0.02612597
  0.02844873 -0.23693284 -0.04524823 -0.01244669  0.21446729  0.04521298
  0.09549313  0.05811635  0.02185114 -0.04423294 -0.10545465  0.15035783
  0.13078801 -0.10298635 -0.03970113 -0.21692389  0.17350371  0.14451598
 -0.08065528 -0.01870732  0.02964136  0.04080298 -0.00198192 -0.22097555
  0.04397867 -0.00891131  0.13139056 -0.00940624  0.14766529  0.04409337
 -0.20234776 -0.22171968 -0.04668231 -0.1336966   0.0245444   0.06855618
  0.06089557  0.06264466  0.0677556  -0.00768056  0.03806014  0.01609706
  0.16096912  0.02712164 -0.0247394  -0.0807815   0.0319602  -0.00796259
  0.00800086  0.05770865 -0.04314594  0.00304403  0.03376702  0.02513977
 -0.10645577  0.03996391 -0.11011259 -0.04180912  0.10955698 -0.03351151
  0.08824876  0.21813278  0.09181191 -0.08405113 -0.26446483  0.06788231
 -0.1038319   0.12908344  0.10380528 -0.00045348  0.07947151  0.02424417
  0.1554882  -0.0683688   0.10388344  0.01289099 -0.10124518 -0.04402648
  0.07141621 -0.00697092  0.05556665  0.05166156 -0.10991998  0.00144295
  0.1998631  -0.03335681 -0.05315509  0.13948563  0.07315648 -0.02850252
 -0.11307953  0.21624513 -0.03756479  0.0758196   0.08421095  0.2077889
  0.12646195 -0.10638869 -0.04770479  0.06919564  0.03906999 -0.00554379
  0.09005875 -0.01054821 -0.12053824  0.08680835 -0.00068324  0.01465277
  0.204961   -0.14785345  0.19727518  0.07105941  0.03438324  0.06654316
  0.30244964 -0.07809383  0.03644776 -0.03600368 -0.1051654   0.11607379
 -0.04880009 -0.00489492  0.00194874 -0.08225137 -0.08158215 -0.02601725
 -0.08434162  0.06943022  0.12123914  0.10924647 -0.18236023  0.06446206
 -0.1631698  -0.07980136  0.07451985 -0.02827197  0.0220981  -0.17062004
  0.05359313 -0.03704058 -0.19894089  0.09614462  0.1872735   0.02852307
 -0.09606775  0.04834293  0.03088446 -0.21712206  0.20728368  0.16405663
 -0.14972945  0.15031633  0.08612514 -0.2220157   0.11396398  0.06907412
 -0.10744326 -0.09723914  0.02733191  0.08518843 -0.02627751 -0.01599555
 -0.16713749 -0.18104754  0.06937387  0.02727907  0.19515687  0.16937894]",21.84609,-0.5985511
2,-,"[-3.45528722e-02 -8.25203210e-02  5.32785766e-02 -4.46389094e-02
 -4.60811146e-02 -3.02766003e-02 -1.53316259e-01  1.48705801e-03
 -1.68032050e-01 -1.42961100e-01  3.10685247e-01 -6.32741079e-02
 -2.75607437e-01  3.33903767e-02  1.99453086e-02 -1.20693609e-01
  1.23300835e-01  1.22909866e-01 -1.73997417e-01 -7.48277828e-02
 -4.51900996e-02 -1.39863670e-01 -3.29096839e-02 -2.80896332e-02
  3.18323933e-02 -5.09009808e-02  1.93767510e-02  1.36205763e-01
  5.23006096e-02  1.26654878e-01 -8.37298483e-03  3.42957526e-02
  2.10179277e-02 -1.22223295e-01  4.89335842e-02 -1.42597079e-01
  3.80276814e-02  2.84807216e-02 -2.53883302e-02 -4.23268713e-02
 -1.37620836e-01  8.66530538e-02  4.15181275e-04 -3.56216542e-02
 -1.03908338e-01 -7.85931200e-03  8.06820542e-02 -1.12007722e-01
  1.90062419e-01  1.31890908e-01  2.38931421e-02  1.21215202e-01
 -3.74737345e-02 -1.88428517e-02 -9.25154611e-02  4.46163304e-03
  2.15727195e-01 -2.13151738e-01 -1.11234188e-01  1.71850041e-01
  1.35391550e-02  3.76651697e-02 -2.58759767e-01 -3.67432162e-02
 -5.29122427e-02 -9.56344381e-02  2.95082610e-02  1.81399137e-02
  2.78520972e-01  1.15934527e-02  2.90866420e-02  9.71054062e-02
 -1.33510545e-01 -1.88226011e-02  2.72138249e-02  1.07005484e-01
  2.14057565e-01 -6.52226806e-02 -5.42484261e-02 -1.41029015e-01
  7.49221444e-02  9.22358707e-02  2.29540199e-01  3.67832445e-02
  3.69973555e-02 -3.00728763e-03  4.46051285e-02 -1.22460045e-01
  3.99463102e-02  1.50725424e-01  1.51591882e-01 -2.11443864e-02
 -1.14229850e-01 -6.11711815e-02  1.36991292e-01  2.41001040e-01
 -5.64282574e-02 -2.50704512e-02 -1.31755486e-01  1.81915715e-01
 -7.60429166e-03  3.00026368e-02  1.33389339e-01 -6.92982078e-02
  1.22198639e-02 -3.76628414e-02  1.34245694e-01  9.90771130e-02
 -1.65907159e-01 -1.12867214e-01  7.81373158e-02 -2.85523199e-03
  2.42715651e-05  3.24779190e-03  9.47034135e-02  7.03197792e-02
  1.45740118e-02  1.23818807e-01 -3.80174220e-02 -1.18917525e-01
  7.84054846e-02  1.22933939e-01 -1.48550242e-01 -9.93354321e-02
  5.54357581e-02  7.41694793e-02  1.15415752e-01  1.17499977e-01
  1.65051207e-01  2.65076514e-02 -1.20807057e-02  6.00690469e-02
 -9.11237597e-02 -4.63094525e-02  2.58540316e-03 -5.93615510e-02
  1.29471108e-01  1.63871963e-02 -1.28118107e-02  6.62527308e-02
 -5.39012253e-02 -1.48902491e-01 -1.84931025e-01 -1.46081550e-02
  4.74992022e-02  7.83200637e-02 -5.29038534e-02  6.65809363e-02
  9.80135873e-02 -5.33175245e-02  1.25415698e-01 -6.97334334e-02
 -6.31167041e-03  1.16755731e-01 -1.53980032e-01 -5.09546734e-02
  3.51808593e-02 -1.63521953e-02 -4.34593409e-02  5.43285422e-02
  2.01466586e-02  6.58464283e-02  5.42153306e-02 -1.18008830e-01
 -9.05693918e-02  1.69706895e-04  5.47822975e-02 -5.62913604e-02
 -1.69755705e-02  1.73644781e-01 -5.02556711e-02  8.11570361e-02
  5.25054708e-02  1.00358114e-01  9.10525862e-03 -9.32556987e-02
  7.17666149e-02  1.49728060e-01 -9.13598668e-03  5.71310408e-02
  4.50985171e-02 -4.51940894e-02  3.57061950e-03  1.06656048e-02
  1.36721339e-02  8.56576778e-04  5.62295541e-02 -1.35302702e-02
  5.46773598e-02  7.30472850e-03  8.93216860e-03  2.14498548e-04
  2.58415379e-02  2.49444097e-02 -1.33808926e-02  2.69030649e-02
 -7.33783767e-02 -1.11094415e-02 -3.43041238e-03  2.29770523e-02
  1.36102587e-02 -1.74601562e-02 -1.50672104e-02  6.93618506e-03
  4.40309197e-03 -5.18002035e-03  3.58247645e-02 -2.57824268e-02
  6.52930001e-03  4.06085746e-03  1.98809318e-02 -2.11386420e-02
  6.01346344e-02 -1.62216559e-01  7.49941692e-02 -2.43907385e-02
  5.65916561e-02 -7.37491623e-02 -1.81750447e-01 -6.95639942e-03
  7.40283132e-02 -1.34321498e-02 -4.58104871e-02  5.92052788e-02
  3.89295556e-02 -8.12585428e-02 -1.10120522e-02  5.67675009e-03
 -6.95216060e-02  1.29929066e-01  3.35209034e-02 -3.95942815e-02
 -2.14717147e-04  7.18700215e-02 -5.26331700e-02  8.54459795e-05
 -4.10743169e-02  3.30958702e-02 -2.37809923e-02  1.16037345e-02
 -2.04245206e-02 -6.94519654e-02 -1.19419405e-02  1.57785565e-02
 -1.08607290e-02  3.86068597e-02]",16.487818,0.80003595
3,and,"[ 1.19236922e-02 -6.84599057e-02  6.83920905e-02 -1.16382204e-02
  1.89167857e-02 -1.07267953e-01 -8.52300376e-02 -3.09384074e-02
 -1.89417556e-01 -1.68960735e-01  2.47493997e-01 -7.47280270e-02
 -2.84092516e-01  2.52196733e-02 -5.28858565e-02 -1.36934683e-01
  1.27590448e-01  8.04640427e-02 -9.83481184e-02 -4.24704105e-02
 -1.83458459e-02  4.85947132e-02 -1.62314922e-02  7.63730928e-02
  7.22114593e-02 -5.71700595e-02  2.38353088e-02  2.16352552e-01
  7.45486692e-02  9.49249119e-02 -2.59955917e-02  4.04695645e-02
  1.19932786e-01 -9.46910903e-02  2.68434547e-03 -5.12675010e-02
 -7.31528085e-03 -6.06145337e-02 -1.81318298e-02 -1.14011779e-01
 -2.13006049e-01  9.28587392e-02 -3.48426886e-02 -6.09814227e-02
 -1.26557380e-01 -6.66474029e-02 -5.29415011e-02 -1.02769554e-01
  9.42364484e-02  1.20203674e-01  3.34696360e-02  8.92498866e-02
  1.65047105e-02 -3.71299237e-02 -5.87520897e-02 -4.95173521e-02
  1.82890773e-01 -1.23919390e-01 -1.35880947e-01  1.88065574e-01
  3.39647382e-02  3.19012925e-02 -1.13031395e-01 -4.96589467e-02
 -1.61881372e-02 -1.64774451e-02  4.42472175e-02  3.90188023e-02
  8.04104879e-02  2.52531357e-02  8.20966139e-02  4.92349751e-02
 -1.91455916e-01 -2.79820431e-02  6.05680868e-02  9.99749228e-02
  2.06580579e-01 -3.65731940e-02 -4.31757973e-04 -2.02734753e-01
 -1.95492376e-02  8.92370567e-03  2.04608217e-01  4.61254120e-02
  8.46689418e-02  4.35398668e-02  3.78276929e-02 -6.89221025e-02
 -6.61446005e-02  1.42205030e-01  1.28046930e-01 -6.68058395e-02
 -6.44037426e-02 -1.62526414e-01  1.77280501e-01  1.77216753e-01
 -7.45225027e-02 -2.34605018e-02 -3.89371216e-02  8.38826522e-02
  6.29764283e-03 -1.38626322e-01  6.90478384e-02 -2.72658262e-02
  9.00409967e-02 -7.87665788e-03  1.33020669e-01  6.89875558e-02
 -1.75944090e-01 -1.71580374e-01 -1.13896616e-02 -8.31727087e-02
  8.93464312e-03  4.94062118e-02  5.94658032e-02  5.41607514e-02
  4.20508832e-02  3.18218097e-02  1.37200961e-02 -2.70186570e-02
  1.28996894e-01  4.68741730e-02 -6.30037338e-02 -8.44557881e-02
  2.84007303e-02  1.78102516e-02  4.36730534e-02  7.58400932e-02
  2.51338314e-02  1.50686000e-02  1.03087733e-02  3.08755264e-02
 -9.61259976e-02  1.32620540e-02 -6.22641519e-02 -3.46569121e-02
  1.14369325e-01 -1.33389039e-02  4.25164886e-02  1.65330365e-01
  3.51117626e-02 -1.25567049e-01 -2.50567853e-01  3.86428647e-02
 -3.58646289e-02  1.32496342e-01  5.62610812e-02  4.42618877e-02
  9.15788561e-02 -1.36234313e-02  1.51723281e-01 -6.47172704e-02
  7.06820041e-02  5.77168018e-02 -1.29576012e-01 -4.07608338e-02
  8.72693434e-02 -1.51751994e-03  1.08224386e-02  6.90395311e-02
 -4.76818420e-02  2.10245103e-02  1.69322088e-01 -7.61707127e-02
 -7.29957148e-02  9.89796147e-02  7.94403255e-02 -4.56377454e-02
 -8.48402604e-02  2.10726231e-01 -4.97471020e-02  7.28476644e-02
  7.85677060e-02  1.76152483e-01  9.19682011e-02 -1.00563236e-01
 -2.18314904e-04  1.12472937e-01  2.62671690e-02  9.32312571e-03
  1.07045196e-01 -5.22508211e-02 -9.94770750e-02  7.49607682e-02
  5.71923703e-03  6.43112138e-03  1.84790447e-01 -1.31497875e-01
  1.76650360e-01  4.98117842e-02  6.12360314e-02  3.36228460e-02
  2.62638271e-01 -3.30158845e-02  3.66360741e-03  5.50370256e-04
 -1.20768324e-01  6.16591908e-02 -2.54593380e-02  1.51878269e-02
  1.30708022e-02 -7.62033984e-02 -6.04624413e-02 -5.95273869e-03
 -9.37755480e-02  5.96489422e-02  1.10479191e-01  5.93067780e-02
 -1.33458883e-01  6.05397746e-02 -1.10905521e-01 -7.85339996e-02
  8.93382281e-02 -8.21703374e-02  3.88751850e-02 -1.20854117e-01
  6.18629307e-02 -5.12418672e-02 -2.02651247e-01  6.18878007e-02
  1.51466697e-01  2.14386974e-02 -8.77640173e-02  5.77756949e-02
  2.98150908e-02 -1.87101439e-01  1.59235597e-01  1.26951918e-01
 -1.42015234e-01  1.67654276e-01  8.82841945e-02 -1.78298831e-01
  7.37545043e-02  9.39041302e-02 -9.10606757e-02 -6.75025135e-02
  3.72813712e-03  7.21406862e-02 -1.05812093e-02 -1.20172361e-02
 -1.48531467e-01 -1.64934918e-01  5.51930480e-02  3.04122251e-02
  1.47600845e-01  1.53750822e-01]",20.827047,-0.683682
4,a,"[ 1.63096748e-02 -8.84468555e-02  7.53296539e-02 -1.39369527e-02
  2.28489153e-02 -1.20267309e-01 -1.17686704e-01 -2.23377328e-02
 -2.24097282e-01 -1.92494094e-01  3.00182879e-01 -9.16184038e-02
 -3.36813241e-01  4.51482162e-02 -6.45207018e-02 -1.51452258e-01
  1.62002414e-01  9.31472033e-02 -1.08721636e-01 -6.16424866e-02
 -2.95618996e-02  3.77822779e-02 -2.42099594e-02  9.10679698e-02
  7.65096769e-02 -7.75203928e-02  3.51811275e-02  2.31734470e-01
  9.37199444e-02  9.74012539e-02 -2.48274319e-02  5.87099642e-02
  1.35003999e-01 -1.15073666e-01  6.20369054e-03 -5.64360395e-02
 -1.24090938e-02 -7.11892843e-02 -1.80546176e-02 -1.23137824e-01
 -2.44248301e-01  1.10758908e-01 -3.74461375e-02 -7.22654089e-02
 -1.25463232e-01 -6.43999204e-02 -6.52891845e-02 -1.10458143e-01
  1.11877322e-01  1.27043188e-01  4.15193401e-02  1.01556927e-01
  1.92725994e-02 -4.03138325e-02 -6.59597889e-02 -5.52923866e-02
  1.93382487e-01 -1.30276144e-01 -1.53408825e-01  2.10689098e-01
  2.68864855e-02  3.34964432e-02 -1.17442816e-01 -5.75465821e-02
 -2.80857440e-02 -1.83653552e-02  4.35503982e-02  4.62764427e-02
  7.33181536e-02  3.58150080e-02  9.84054953e-02  4.12074961e-02
 -2.04337969e-01 -2.83481870e-02  6.77079782e-02  1.07407480e-01
  2.13961646e-01 -4.82054017e-02  1.54928083e-03 -2.17713669e-01
 -2.07972806e-02  1.84062570e-02  2.22401485e-01  3.54465693e-02
  8.72904807e-02  4.18865383e-02  4.84456643e-02 -6.88441321e-02
 -7.10786507e-02  1.53328404e-01  1.27196595e-01 -5.78990951e-02
 -5.90730049e-02 -1.82134807e-01  1.79531455e-01  1.83299363e-01
 -7.55913854e-02 -1.62611734e-02 -2.30039284e-02  8.66223350e-02
 -4.86326870e-03 -1.43974096e-01  6.21921346e-02 -2.80637126e-02
  1.03578262e-01 -4.08415822e-03  1.46700040e-01  6.79832101e-02
 -1.80723026e-01 -1.71356782e-01 -2.27296110e-02 -9.24749076e-02
  1.73583310e-02  5.03981337e-02  6.72493801e-02  5.13192676e-02
  5.42349257e-02  3.95555161e-02  1.88401118e-02 -1.71118174e-02
  1.29935518e-01  3.69427241e-02 -5.70303351e-02 -7.03639463e-02
  2.35023461e-02  9.51838400e-03  4.07626331e-02  7.55972639e-02
  1.07064759e-02  8.08566716e-03  1.94484070e-02  2.01400574e-02
 -8.71590748e-02  1.57063361e-02 -7.68875703e-02 -4.55169007e-02
  9.45338085e-02 -1.92001015e-02  5.70895001e-02  1.64027065e-01
  4.41321805e-02 -1.01262659e-01 -2.44528562e-01  5.67520000e-02
 -4.01290916e-02  1.31105408e-01  5.59490323e-02  3.07867508e-02
  9.30975452e-02 -4.57023317e-03  1.56291291e-01 -6.38802648e-02
  7.64199123e-02  5.16982414e-02 -1.35302544e-01 -4.90934029e-02
  7.11510181e-02 -8.88029486e-03  1.45138502e-02  6.81509152e-02
 -6.96393102e-02  2.19969414e-02  1.74550205e-01 -6.93482682e-02
 -6.22537211e-02  1.09865598e-01  8.14293474e-02 -4.21872959e-02
 -7.47601762e-02  2.02948362e-01 -4.70590554e-02  6.91931844e-02
  7.01214895e-02  1.81550875e-01  9.54876170e-02 -9.79423895e-02
 -9.02866758e-03  9.14661884e-02  2.39791945e-02  4.32212604e-03
  8.96868557e-02 -2.38484368e-02 -8.71337950e-02  7.71288648e-02
  2.73056357e-04  3.17471544e-03  1.69414103e-01 -1.11207135e-01
  1.71511024e-01  5.91693483e-02  6.26218393e-02  4.70021740e-02
  2.41459340e-01 -3.85358781e-02  7.85519276e-03 -1.16696255e-02
 -1.06235273e-01  7.86522627e-02 -4.29695807e-02  4.82144253e-03
  1.35756182e-02 -6.54673874e-02 -7.00322092e-02 -2.21758895e-02
 -7.33789876e-02  5.60744703e-02  1.00995384e-01  6.60301223e-02
 -1.45967588e-01  5.89299798e-02 -1.08591422e-01 -7.89485797e-02
  7.57994056e-02 -7.36509636e-02  3.12641822e-02 -1.29729152e-01
  5.70273623e-02 -4.44986187e-02 -1.80726349e-01  6.09857030e-02
  1.53560832e-01  2.68850513e-02 -8.03147927e-02  5.25769815e-02
  3.48307230e-02 -1.77729681e-01  1.52488425e-01  1.17513709e-01
 -1.30978376e-01  1.44293234e-01  6.92826882e-02 -1.78025112e-01
  7.46066794e-02  7.70463273e-02 -7.71993995e-02 -6.42038733e-02
  3.23584815e-03  6.91121742e-02 -2.38236263e-02 -5.05633093e-03
 -1.25310838e-01 -1.36665806e-01  4.21014875e-02  3.72073576e-02
  1.38131425e-01  1.44560575e-01]",21.08954,-0.96155375
5,to,"[-0.03086282 -0.05897803  0.03310614 -0.01255198 -0.02432386 -0.06747319
 -0.08702176 -0.04438956 -0.11719361 -0.12596251  0.20360546 -0.02716658
 -0.195929    0.02448659 -0.04799708 -0.12189882  0.11654757  0.0691477
 -0.07792557 -0.04658052 -0.00664108 -0.02333387 -0.02037336  0.03132765
  0.06728788 -0.05413229  0.00714706  0.16223562  0.06779306  0.09483337
 -0.04897091  0.0045335   0.08678363 -0.07163234  0.00189437 -0.06105755
  0.02257153 -0.0353982  -0.06118013 -0.03879814 -0.1293076   0.11174175
 -0.00528736 -0.0571077  -0.11237551 -0.05062073 -0.00281225 -0.09270015
  0.09495972  0.12186286  0.01972033  0.10031234 -0.00928232 -0.0202701
 -0.04772649 -0.0239755   0.19416746 -0.14739943 -0.09844612  0.16903995
  0.00760654  0.03125779 -0.11695666 -0.05070439 -0.03940884 -0.04804853
  0.06074737  0.04255479  0.13954505  0.04494121  0.02529569  0.07779967
 -0.15919039 -0.0330586   0.01570592  0.09790583  0.17451468 -0.04234703
 -0.03845995 -0.17382388 -0.00540315  0.01404185  0.16428919  0.02831107
  0.0570803   0.0408305   0.04859067 -0.0869754  -0.03725737  0.1305169
  0.12225907 -0.01607262 -0.075385   -0.07299589  0.16478515  0.17127664
 -0.06288537 -0.04486598 -0.10592522  0.09509561  0.02840741 -0.03855958
  0.08571215 -0.05408971  0.05740035 -0.00036133  0.09800197  0.08901069
 -0.15743363 -0.13326721  0.02398123 -0.03019495 -0.00820257  0.03732552
  0.04288971  0.05830033 -0.00233907  0.05911554 -0.00673472 -0.07550634
  0.09158153  0.06041935 -0.08348756 -0.07874071  0.00591918  0.02554117
  0.07776441  0.10065315  0.07967715  0.01431503 -0.01110335  0.03708012
 -0.05638324 -0.01432976 -0.01950208 -0.01564486  0.13354912  0.02501915
 -0.00312653  0.12332015 -0.00347033 -0.18080623 -0.2305166   0.00174211
  0.02641143  0.13454503  0.01565787  0.09918315  0.09107172 -0.03188454
  0.1338034  -0.05486779  0.051502    0.0943974  -0.15460864 -0.02423776
  0.10340768 -0.0054883  -0.03588602  0.07753362  0.01945244  0.04935103
  0.14736289 -0.11805762 -0.08425479  0.05987002  0.08396228 -0.04535189
 -0.06448907  0.20631537 -0.06211583  0.08400318  0.08504853  0.13176236
  0.06582127 -0.10059144  0.06084128  0.1581013   0.0136764   0.02213687
  0.14996552 -0.10913853 -0.11502355  0.06034391  0.0258179  -0.0082489
  0.17222197 -0.13702132  0.1811947   0.00679877  0.12133727  0.00693283
  0.27438834  0.00634234 -0.0457251   0.03513543 -0.16041033 -0.00865833
  0.01866319  0.02318835  0.02353057 -0.09288345 -0.04586687  0.01388662
 -0.14721513  0.07043752  0.1326108   0.00091795 -0.09772597  0.06351069
 -0.08498514 -0.11256388  0.13082702 -0.15210117  0.07144997 -0.08809359
  0.0706441  -0.06399207 -0.23446757  0.04510422  0.12091514  0.02807547
 -0.08629758  0.06990746  0.00717002 -0.1746663   0.15688789  0.1179157
 -0.13772221  0.23282018  0.1168758  -0.13620524  0.03926324  0.13599871
 -0.08948523 -0.04782964 -0.01572847  0.06958412  0.0116853  -0.02727294
 -0.16101825 -0.16344492  0.04158475  0.03917348  0.10907526  0.13076222]",18.47815,-1.0867611
