term_str,0,1,2,3,4,5,6,7,8,9
waters.,0.0013118889470161267,-0.004526716862023129,0.00011571582404074834,0.0009092954840208571,0.012401380867492385,0.00042189977703772273,0.0004782248104889071,0.0026828787471549036,0.0008967036112746183,-0.00018742573840530827
exit,-0.0006301200984721689,8.582556723133327e-05,8.427902319617628e-06,-7.3576700170495055e-06,3.360052966760041e-05,-1.3563457687185921e-05,0.0004407790094556328,-0.004173242302399115,-7.838951506908107e-05,0.00010066986350078213
skeleton,0.005538776455222427,-0.016491892482878648,-0.01758272119240988,-0.0015534141394218733,0.012626534683240277,0.00046574098753625695,-0.0008184352566344247,0.0004073267780149233,0.001246184183080471,0.0017148030729540707
expand,0.001162120218009879,-0.004329168367460972,0.010984265881386283,0.0006108091745683715,-0.007866141433391842,-0.0007717887604886052,-0.0008961842754628268,-0.006234676018402054,0.001505777833392266,-0.0007619877592496641
sized,0.015126262907048826,0.02605326435654585,0.0025583648696097124,-0.029838722327440538,0.0028897012038496582,0.019051197174924563,8.442440384838201e-05,-0.0012163021459464535,0.0020985154900541292,-0.008362659843286668
size;,0.0059003102954160854,0.002730095257192899,-0.0002478998131427827,0.0044133852110882,0.01179464308077798,0.015684454115143864,4.790281960235507e-05,-0.0008162454826080233,0.00032488968258138304,0.0011556559176109427
expanded,0.007975108007287587,-0.02351466558898246,-0.01365160410274297,-0.005515974898912249,-0.04007329055550587,-0.0022944985622516158,-0.001643424949073462,0.0012911632505923879,-0.0017406334698466714,0.0003734951587209405
automatic,0.004480192149879743,-0.014694972051399979,-0.03560736496860992,-0.006755517071522189,-0.024279529836770362,-0.0007806460025507682,-0.0008188550577748729,-0.006424657677394423,-0.0011683928676937197,0.004651735025237886
sixteen.,0.004118834300222116,0.007400476889512053,-0.0014407714089361542,0.010553581830553332,-0.00026930850932085275,-0.008642005848176941,-3.153782853286326e-05,-0.003930431664713847,-0.0026208488307085964,0.0008047683684713667
sixpences,0.0017855376317985738,0.0037704282021463788,0.0010231378531632238,-0.009491955525068728,0.0005918533337035683,0.010312259694524756,-0.0003082907076967885,0.003940033169029574,0.0002585763665146372,0.003659867637307582
expectation;,0.004118834300222116,0.007400476889512053,-0.001440771408936154,0.010553581830553334,-0.00026930850932085275,-0.008642005848176941,-3.153782853286346e-05,-0.003930431664713841,-0.002466924003862865,0.0010825075689975012
expectations.,0.003794519926787077,0.007215411643646047,-0.002744054861961894,0.025982023067857924,-0.0022988784589609117,0.009878381847003875,-0.0011160276696531295,0.004656822231567898,-0.0020231675593990225,0.0028096583752744526
watered,-0.0007380799895959916,0.00010037450448738924,9.945096786018142e-06,-7.913927449568259e-06,3.938245086584188e-05,-1.4257296601933585e-05,-0.0003866665052379238,-0.0029804081377232863,7.583620533305364e-05,-0.0002688678074441012
expectations?,0.0017855376317985738,0.0037704282021463788,0.0010231378531632238,-0.009491955525068728,0.0005918533337035681,0.010312259694524756,-0.00030829070769678905,0.003940033169029574,0.0002566606067336874,0.003656755360413095
situations,0.017147555770829704,0.030260309243399272,0.0016348207766611778,-0.03359547147284995,0.006452739883018807,-0.06084098573013595,-0.0009670364150655992,0.0006219476820089916,-0.005623643088122712,-0.025724229268626872
expected?,0.004204579868892058,0.007308250668568589,-0.0003574217745439275,0.003501964988298003,-0.0005859206460997516,0.015257974082291416,-0.0007702041144799891,0.0006464700090029103,-0.001381825256129477,0.000852458321414118
expedition,0.006824730826383284,-0.00995728083230903,0.0013515786525926498,-0.0067577951476588466,0.03773585505851506,0.011593504693237847,-0.0008238698406305299,0.00017762911413458918,0.0006688729545729647,-0.007030427505249981
sitting.,0.0018672790603253197,0.0036116016906152177,-0.0013712062913607494,0.012990783550693068,-0.0011477035409704869,0.0049379415539667,0.0005132133754170642,0.002611956988152886,0.00011556864973724726,0.005250884195379189
"sitting,",0.004029704224729439,0.007639483278948356,-0.0001288514647776161,-0.004873319695609718,0.0017833304112973263,-0.027161877014200038,0.0004199721470450336,0.0028995052930250623,-0.0006239982409135934,-0.0031070819467205715
expense;,0.004106252235615591,0.007549384360731861,0.0009532143129810097,-0.011926818908300867,0.0014667476314258454,-0.0032635430261400257,-0.0016570952355180277,0.0021534798690830944,-0.0021003919119594807,-0.00392374269379612
sit.,0.0018934975229223912,0.0037558792648903208,0.001021620658696823,-0.009491399267636206,0.0005860714125053265,0.010312953533439494,0.0005191548069967591,0.002747199004353731,0.0014995870215828147,-0.002099322255882643
"sit,",0.003524643659709324,-0.0007332117661815961,4.7309478324935945e-05,-0.0015261241566438093,0.013282057086412901,-0.013154596782541798,-0.0016980252320258542,0.0020891596118841954,-0.0007345893537146939,0.0006052748755411791
expressed.,0.004128031858005901,0.007398349586785085,-0.0014394875523025567,0.010555464200989153,-0.0002693378662282757,-0.008640359905768596,0.0013068632680830717,0.0013924954329448697,-0.0010406869386361448,-4.188959342757451e-05
aunts,0.0038655111438498685,0.01995860798953184,-0.00025938740988837793,-0.012290384844510796,0.0047827321726929915,-0.06808203284619224,0.0002571275444105316,-0.13376725619653976,7.359009972998007e-05,-0.021459085386505386
sinners,0.0006767502417966771,-0.004266400948393568,0.010996312015773887,0.0006115372437270825,-0.007838440252552162,-0.0007780746096276137,0.005725644635150068,0.009690955905157419,0.00026400996716712574,0.0003129872799454902
audacious,0.008540423131979183,-0.014282175848784839,0.011245350853900693,0.0009138709096177149,0.030152695875327085,-0.013063054597623554,-8.376574298594381e-05,-0.0011377791779263004,-0.0012853632896937333,-0.00019365420707440314
similarly,0.005683284430167827,-0.016335488205866923,-0.0067162800899703366,-0.0018465672266659264,-0.007656081550875198,-0.0007207692482733495,-3.6055404544425324e-06,-0.0008171338663147501,0.0014621519643079489,0.003424779381972148
similarity,0.006287778711465018,0.010890754484671696,-0.0017316624548374753,0.016493861053856106,-0.001745188029466723,0.020197303314087603,0.0013979002903241726,0.0008727586678043007,-0.002901575183427301,0.004157775740626538
"silver,",0.011366568860335654,-0.032670976411733846,-0.013432560179940675,-0.0036931344533318537,-0.015312163101750396,-0.0014415384965466992,-7.2110809088857975e-06,-0.0016342677326295451,0.0025835213587940666,0.007189434942002847
auctioneer,-0.0017788783736306134,0.0002412339801032623,2.3958269590429316e-05,-1.525858124984378e-05,9.492047557736719e-05,-2.4646528313487875e-05,-0.007029622813608618,0.0029992639914387855,-8.93931922478649e-05,-0.0014162472830812668
facetious,0.001311888947016127,-0.00452671686202313,0.00011571582404074888,0.0009092954840208566,0.012401380867492385,0.00042189977703772387,0.00047822481048890274,0.002682878747154902,0.0009166299668017724,0.00022512129285086482
silliest,0.00186727906032532,0.0036116016906152172,-0.0013712062913607487,0.012990783550693075,-0.0011477035409704877,0.004937941553966701,0.0005132133754170627,0.0026119569881529535,-0.0016106942645241092,0.004401639473330972
sill,0.0031041292634981783,-0.008941710796715437,0.011091553803107418,0.0015274623286062746,0.004501638904432941,-0.0003363255257636837,-0.0008587384744295426,0.0006214450311521687,-0.0010807126054125508,0.002153293876911259
fact;,0.0014221015639267005,0.0038214914600081767,0.0010256052306760422,-0.009499627084184758,0.0006104480008621734,0.010300936711329195,-0.0016934761859572177,-0.008508896305118058,-0.00037428044661983053,-0.0007994996500614882
silken,0.004657311404923788,-0.014719440028967412,-0.03560924058568311,-0.006752622477182048,-0.024288812491895975,-0.0007758074821572032,-0.0007954628669526216,-0.002861656489150311,-0.0009182905168825748,-0.00029040459594160793
silently.,-0.00045300084342812525,6.135758966391774e-05,6.552285246410713e-06,-4.463075676935957e-06,2.4317874542007356e-05,-8.72493729358701e-06,0.0004641712002778775,-0.0006102411141546045,5.147691063791244e-05,-0.00022289953121338104
"silently,",0.002756835867811854,-0.008719319033095096,0.021965705962652952,0.0012316282451603712,-0.015754378267869632,-0.0015281098563027886,-0.00121123639653656,0.004735412790263554,0.001518631160398189,-0.00016488002690934124
facts.,0.001054160326886056,-0.004314619430204913,0.010985783075852693,0.000610252917135854,-0.007860359512193597,-0.0007724825994033457,-0.001723629790156383,-0.005041841853726183,0.0002744657484494944,-0.0013929749709303703
faculty,0.0010992749340762806,0.003945977396103446,-5.4226507402571117e-05,-0.0024513608027413084,0.0009398141697865942,-0.013606380478603271,0.001164252329654892,-0.01608170742234078,-0.0011871375937739198,-0.004034274908863391
silenced.,0.006307043227159738,0.01134392399448612,0.0008865753312796042,-0.014362594224476584,0.002348584683187998,-0.016844343224945792,0.00127900907763523,0.0015011100586131752,-0.004253779142603787,-0.0031542915259898064
fagged,0.00358003039166264,-0.000820148843758402,0.0011298587634643701,-0.00858186141528181,0.01296666449629047,0.010737787623883588,-1.139355536809485e-06,-0.004038443584915659,-0.00028571080162958953,-0.0018506302274822824
weak.”,-0.00045300084342812525,6.135758966391769e-05,6.552285246410663e-06,-4.4630756769358214e-06,2.4317874542007342e-05,-8.724937293587288e-06,0.00046417120027787755,-0.0006102411141546052,5.7340594284578786e-05,-0.00029516881056051335
"attractive,",0.004214212126739411,0.007534835423475803,0.0009516971185146103,-0.01192626265086835,0.0014609657102276107,-0.0032628491872252834,-0.0008296497208244663,0.000960645704407325,-0.0005930505566347246,0.002272462988558651
attractive,0.0015696178495509278,0.003799526076658493,0.0010261722420960243,-0.009493068039933761,0.0006034171761000493,0.010310872016695257,-0.001963181737083899,0.006325701498381222,-8.904976866704194e-05,-0.0026149728275630234
signify.,0.004154250320602978,0.007542627161060189,0.0009533393977550128,-0.011926718617340123,0.0014644370872475396,-0.003265347926295781,0.0013128046996627714,0.0015277374491454475,-0.001539235139018486,0.0020692448909528077
failed.,0.007570809256306815,-0.0012650200334839677,0.022908174829595167,-0.010691397152073604,-0.014325793540653158,-0.004784991109883845,-4.611296438049519e-05,-0.0008352040734461644,0.0010868921219118607,-0.00012874106440994196
failings,0.0018934975229223912,0.003755879264890321,0.0010216206586968228,-0.009491399267636206,0.0005860714125053264,0.010312953533439494,0.000519154806996759,0.00274719900435373,0.0012604304046013918,-0.0020558951356727303
fable,-0.00045300084342812525,6.135758966391769e-05,6.552285246410679e-06,-4.4630756769358214e-06,2.431787454200731e-05,-8.724937293587286e-06,0.00046417120027787744,-0.0006102411141546047,5.218117508940379e-05,-0.0003521058017697518
eyelids,-0.001910765707052537,0.00025785199318475977,2.9010192085639595e-05,-1.652618970445338e-05,0.00010302406245885014,-3.39476456807367e-05,0.0023676403830338987,0.004074796805716007,0.0005947272289775444,-0.0003525308063217365
expression;,0.004154250320602978,0.007542627161060189,0.0009533393977550128,-0.011926718617340123,0.00146443708724754,-0.003265347926295781,0.0013128046996627733,0.001527737449145449,-0.0017019521963988898,-0.0007651015983665035
simplest,0.003861782527469184,0.007661823953788806,-0.0001256919910708133,-0.004874331919514033,0.0017925837095155008,-0.027165069592185294,0.0017349810528387096,0.004659431202439135,0.002801734485414391,-0.002271229127625223
aunt.”,-0.0006209225406883836,8.369826450436386e-05,9.711758953214015e-06,-5.475299581238867e-06,3.3571172760179996e-05,-1.1917515278829462e-05,0.0017791801060715593,0.001149684795259484,-1.5022771652110053e-05,-0.0003463187303577018
"aunt,”",-0.0021386492104492304,0.0002879844056095961,3.381194503284356e-05,-1.799438008053788e-05,0.00011574873769695074,-3.9638962736479935e-05,0.005825103709314808,0.006401814459868303,-0.00017029168358572637,-0.001311779530871014
expressly,0.0034322744262755864,0.007492400409993099,-0.0014305094702781616,0.010552026365433294,-0.00023233579486051139,-0.008642718039101304,-0.006627709755259051,0.009175242840937079,-0.0028172782370377404,-0.0030219688197896553
aunt's,0.06676171757992404,0.11606915740359991,-0.0045058591340938065,-0.0182125538820466,0.01356170032193226,-0.19034473839610308,-0.00036405545516624444,-0.0036051716749515013,-0.0011431781141130702,0.010363272081982856
"single,",0.012947251537894985,0.0221076899488448,0.00023230198602754807,-0.004920663901974782,0.0002717786544333695,0.027255180494101798,0.00011227859429621997,-0.0013249167716144553,-0.00344635164188296,0.007933874402618606
extensively,0.0013392394730539243,-0.004353636345028385,0.010982390264313078,0.0006137037689084847,-0.007875424088517432,-0.0007669502400950028,-0.0008727920846405994,-0.002671674830157407,-0.0007372436728535189,-0.00013037201218533569
exterior,0.0036857378394044423,-0.0006591146698019833,0.011997458637763496,-0.008873232423050778,-0.007313670550554113,0.009554728230638078,-0.0008178084779216887,0.0006857652883509136,0.00020295147312910882,-0.00177634125589467
singers,-0.00066892062567577,9.045546417603253e-05,9.586674179211985e-06,-5.575590541977094e-06,3.588171693849016e-05,-1.0112615123075047e-05,-0.0011907198291092348,0.0017754272151970496,0.000227441056313351,0.0004777994450987653
extracted,0.0035246436597093245,-0.0007332117661815948,4.730947832493544e-05,-0.0015261241566438073,0.013282057086412901,-0.0131545967825418,-0.0016980252320258498,0.0020891596118842084,-0.0011630559122134537,0.0006942451130401742
sincerest,0.00529347025387652,-0.004969460749021734,0.02189274803353793,-0.0012021226232067346,-0.014891047812543839,-0.015102524899138088,-0.0009051498949706974,0.0005631911609658512,0.0008664823072841038,-0.0026092559785058835
sincere.,0.0017981196964050989,0.0036215207309265728,-0.0013708478687539385,0.012988445213785489,-0.001144202807043138,0.004933796872487833,0.00131726669928836,-0.0021438783647672534,-0.002409071734866089,-0.00037335040215846635
"extreme,",0.006239780626477637,0.010897511684343357,-0.001731787539611487,0.016493760762895382,-0.0017428774852884057,0.020199108214243335,-0.0015719996448566355,0.0014985010877414753,-0.0011120202671920227,0.0020952150262351288
"way,”",-0.0015361217853284191,0.00020854074655916977,2.1532472812438978e-05,-1.6283821370921788e-05,8.223627875161468e-05,-3.1013332274359167e-05,0.0013691214100113819,-0.005393724530708348,0.0004987336279676204,0.0012201570046514218
extremities,0.005538776455222425,-0.016491892482878648,-0.01758272119240988,-0.0015534141394218752,0.012626534683240277,0.0004657409875362619,-0.0008184352566344319,0.0004073267780149241,0.0010605679450689347,-0.0006547553221690867
extremity.,0.0010656103280518626,-0.004492329844144359,0.00011794986372076088,0.0009040625527731557,0.01241416425654533,0.0004129165751652646,0.0012588859435379847,-0.005635957794009959,0.0006537948622147143,0.0008475437594485975
way.”,-0.004425713774210682,0.0006033397917385848,5.661936006810819e-05,-4.901025962217603e-05,0.00023516322926084993,-8.288608279369714e-05,-0.008770754483711509,-0.02314672524879906,-0.0015390033782196689,-0.0015244321160417774
way:,0.001385109947540956,0.0039041739321310476,-5.437634119620092e-05,-0.0024401250846751367,0.0009257818771697677,-0.013588155810279473,-0.0007135598692144107,0.008264561086999042,-0.0016171046999474785,0.0004056365734674046
exulting,0.005240897094706011,-0.0050418488893424806,0.022976814513143776,-0.008258416139277263,-0.015200658481468026,0.008789165668372574,-3.570953317517677e-05,-0.004371577871157998,-0.00042597253331867996,-0.0004699506291934367
simpleton,0.0057494095029691165,0.0028988408090354183,0.0021468027539879877,-0.01807169220158119,0.013537700689379381,0.02105462757422306,3.0452060359832386e-05,-0.004244004654651821,0.0009654122358210119,-0.008299898957692226
"audible,",0.0037716342213961486,-0.011728234919979121,-0.006822767662438684,-0.002759099964321155,-0.02002508143535644,-0.0011486369589553173,-0.002476603503923834,0.003031249954647734,0.0019584765467260358,-0.002393644257887127
eyelashes,-0.0009567659352089009,0.00012837961418525582,1.6030706366819878e-05,-7.499747389844615e-06,5.207776919652443e-05,-1.8302671249314567e-05,0.004409197917658923,0.004669536614087635,-0.0003102323315507334,-0.0006435458461827885
existing,0.001798119696405099,0.0036215207309265728,-0.0013708478687539385,0.01298844521378549,-0.001144202807043138,0.004933796872487832,0.0013172666992883595,-0.0021438783647672456,-0.0022500298199713527,-0.00036628515563668707
"sketch,",0.001867713760388894,0.003840313748249399,-6.337125493580258e-05,-0.0024393264589090786,0.000899212172264291,-0.013584527657958369,-0.0008846333275433493,-0.0023967944141011182,-0.000965442419694801,-0.003814436144354409
et,0.0005721950669030277,0.004014900995322086,-4.516492133899614e-05,-0.0024460015480993317,0.0009685952266431911,-0.013592853724935296,-0.010813979503866025,0.011917215562008757,0.000632126139870971,0.001652686366058516
evidence.,-0.0006689206256757699,9.04554641760324e-05,9.58667417921194e-06,-5.575590541976933e-06,3.588171693849032e-05,-1.0112615123075227e-05,-0.0011907198291092346,0.0017754272151970485,0.0001591531145318473,0.00030969605008853975
away!,0.00807306508104471,0.0067846524855187116,0.009469586360288705,0.008737755438438112,-0.007284932233347261,-0.022977580507220017,-6.389563886294658e-05,-0.0006955656735904534,-0.0003543253519244195,-0.0017432398485865207
everybody’s,-0.0030023283394398094,0.0004043759036580557,4.5949500764048084e-05,-2.2444439540703412e-05,0.00016200410728288336,-4.5189674054430026e-05,-0.0007944604082336502,0.015944487777274894,0.0015219932703323506,0.0026213291365568187
slighted,0.012947251537894987,0.0221076899488448,0.00023230198602754333,-0.004920663901974784,0.0002717786544333692,0.027255180494101798,0.00011227859429622242,-0.001324916771614634,-0.001583788504705087,0.01024386634597244
everything.”,-0.001890360295416507,0.0002574767016939971,2.5283706958853063e-05,-2.207301005114618e-05,0.00010080158900280048,-4.06903730615607e-05,0.001322337028366892,-0.012519726907197328,3.7884847843483746e-05,0.0004431132858278236
aware.,0.006383591238045892,0.011253825076269626,0.001968641109038231,-0.021416093437167737,0.0020320019033165182,0.007053990763114185,-0.0007980583049278184,0.0007550846346712104,0.0030086908854302036,-0.006239666728023827
everything;,0.00838381316280403,0.019333827669395422,-0.00030711976670617816,-0.012213443603153528,0.00454597487087677,-0.0679509755732387,-0.0037360742679566758,-0.03455481336464875,-0.008010394866362609,-0.01782009263863844
everything?,0.0018580815025415322,0.0036137289933421855,-0.001372490147994344,0.012988901180257272,-0.0011476741840630701,0.004936295611558325,-0.0008251877211988744,-0.002710970109505601,-3.2069151938554465e-05,-0.002122497311339408
everywhere.,0.0064653326665726355,0.011094998564738454,-0.0004257030354857402,0.0010666456385940819,0.0002924450286424685,0.0016796726225561266,2.3445778186006e-05,-0.0005729915462053285,-0.0020604554501840906,-0.006205559086611094
slid,0.007794051948520603,-0.023842023080261964,-0.035386003502088426,-0.004929112466991633,0.0004861599915268632,7.921574828234733e-05,-0.0024456388667398964,0.0025472503745753196,0.0045100015598970415,0.005138608809627243
everywhere;,0.001876911318172682,0.0038381864455224292,-6.208739830220826e-05,-0.0024374440884732725,0.0008991828153568712,-0.013582881715550003,0.0004537677690725796,0.0029261326835574417,-0.0017894850266197801,0.0008536915105692591
"washed,",0.0020873537960379223,-0.0073277899225428775,-0.01780012283597177,-0.0033767105514740576,-0.012131121393495252,-0.0003897178172391575,-0.0003121947043118391,0.003899849505974737,0.0025336371575610233,0.0005405928634545327
sketches,0.0033618581660329774,-0.0006154678580338096,0.0120020102211627,-0.008874901195348343,-0.007296324786959393,0.00955264671389385,-0.0033001450220023743,0.004264267782378222,0.00035234241513475324,-0.0017682585783158312
"sleeves,",0.0005526476784873001,-0.004423180516896052,0.00012614442820757518,0.000899143510624435,0.012441953508107265,0.0004016928988011823,0.0038655115643031024,-0.005679107163426275,0.00029457677631810876,-0.0007118316428841785
sleeves,-0.001644081676452241,0.00022308968381522357,2.3049667278839808e-05,-1.684007880344066e-05,8.801819994985451e-05,-3.170717118910552e-05,0.0005416758953178275,-0.0042008903660325034,8.884265090624542e-07,0.00041547692613129987
"sleeve,",0.00522037408623336,-0.005311367177557282,0.0001568314397260788,-0.0006147039338536083,0.025662620813290637,-0.012728116749689341,-0.0008799182979435102,0.0006264441202733767,-0.0005820332598170292,0.0020237774880214536
sleeve,0.002308339911147769,-0.009009127665856136,0.0002340241103683157,0.0018110196998864121,0.024819045857965055,0.0008306716707241443,0.0025411640778982125,-0.007708914399775308,0.00019442944072654722,0.0030346525220308744
sleepy,0.0005710427940548734,-0.004427435122349989,0.0001287121414747653,0.000902908251496057,0.012441894794292422,0.00040498478361789404,0.0065423137575349715,0.004966747031890881,-2.7927515708435098e-06,7.07957950836128e-05
wasn’t,-0.011228526354253508,0.0015298777545156438,0.00015127714682234547,-0.00013625760380734587,0.0005990974481383269,-0.0002571524628795639,0.01927927413817991,-0.08770009357351294,-0.0030248042475811946,0.001657685350546579
"exactly,",0.0035246436597093245,-0.0007332117661815949,4.730947832493629e-05,-0.001526124156643808,0.013282057086412901,-0.0131545967825418,-0.0016980252320258511,0.0020891596118842184,-0.0013829487345480558,-1.7257992291286507e-05
exactly;,0.00361657847548422,-0.0006491956294906254,0.0119978170603703,-0.008875570759958375,-0.007310169816626757,0.009550583549159221,-1.375515405036404e-05,-0.004070070064569599,0.0014670918719686045,-0.004899236183458775
exaggeration,-0.00094480221405985,0.0001273450762725366,1.4263342352415142e-05,-7.144071878799992e-06,5.0916936354904134e-05,-1.3999032023062544e-05,-0.0007031564380091055,0.00472818728928693,0.00012058893666304161,0.00012955321494293788
exalting,-0.0009843586085602574,0.0001347615223661617,1.2179136466031842e-05,-1.3146858697274195e-05,5.216583991878537e-05,-2.3240498474387036e-05,0.000393994627811134,-0.011299244678888156,0.0001796301662765317,0.00038216494390017427
slightingly,0.0016809622474974896,0.0036381969709096003,-0.0013706145309211385,0.012986006585917155,-0.0011383915289374762,0.004931457091164727,-0.0008485799120211159,-0.006273971297750179,-0.001298998878936608,0.0024524357364024466
"away,""",0.006465332666572637,0.011094998564738457,-0.000425703035485739,0.0010666456385940801,0.00029244502864246964,0.0016796726225561287,2.344577818600582e-05,-0.0005729915462052913,-0.0019864898534011338,-0.004113083379397962
slim,-0.0011219214691038947,0.00015181305383995045,1.613895942562281e-05,-1.0038666218912526e-05,6.0199591480497275e-05,-1.8837552416663018e-05,-0.0007265486288313577,0.0011651861010424339,0.0003776821914507589,0.0001799872780297475
"away,”",-0.0017308802886432273,0.00023447678043159395,2.4083354364431793e-05,-1.5158290289105738e-05,9.260993139905672e-05,-2.6451428469240222e-05,-0.004059722878427831,0.0023735215715012283,-0.0003171721086652276,-0.0008942137373874399
"sly,",0.006402707163129253,-0.010049085319318859,-0.0010332870708109122,0.015721907256390055,0.03602405807849552,0.0062096088187240705,0.003942660959864408,0.004129330661500336,-0.00201426635776753,0.001110386208427358
